model,provider,variant,intervention,outcome,ate,rationale,log
gptoss,groq,methodologist-pre-s7,Corporate reliance,behavior_mean,0.3,"The corporate-reliance framing is modestly persuasive, especially for skeptics, but ceiling effects and the modest potency of single‑sentence messages keep effects under one point on 0‑100 sliders. Real‑world actions like newsletter sign‑ups or donations are essentially unchanged, yielding near‑zero ATEs.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Corporate reliance,donation_ams,0.02,"The corporate-reliance framing is modestly persuasive, especially for skeptics, but ceiling effects and the modest potency of single‑sentence messages keep effects under one point on 0‑100 sliders. Real‑world actions like newsletter sign‑ups or donations are essentially unchanged, yielding near‑zero ATEs.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Corporate reliance,newsletter_signup,0.001,"The corporate-reliance framing is modestly persuasive, especially for skeptics, but ceiling effects and the modest potency of single‑sentence messages keep effects under one point on 0‑100 sliders. Real‑world actions like newsletter sign‑ups or donations are essentially unchanged, yielding near‑zero ATEs.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,trust_multidimensional,1.0,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,trust_post,0.7,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,distrust_post,-0.6,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,funding_perceptions,0.8,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,policy_role_mean,0.6,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,inst_trust_mean,0.4,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,belief_post,0.5,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,concern_mean,0.1,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,policy_general,0.3,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,policy_specific_mean,0.4,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,behavior_mean,0.2,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,donation_ams,0.05,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Funding,newsletter_signup,0.001,"The funding-focused text modestly counters narratives about special‑interest influence, so it should produce a small uptick in trust and related attitudes, especially among non‑Democrats, but ceiling effects keep overall gains under one point on 0‑100 scales. Behavioral and donation outcomes are typically near zero in single‑exposure megastudies, so only minimal changes are expected.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,trust_multidimensional,0.6,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,trust_post,0.8,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,distrust_post,-0.5,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,funding_perceptions,0.4,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,policy_role_mean,0.3,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,inst_trust_mean,0.2,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,belief_post,0.5,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,concern_mean,0.2,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,policy_general,0.3,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,policy_specific_mean,0.3,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,behavior_mean,0.1,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,donation_ams,0.05,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-can,Scientist community helpers,newsletter_signup,0.001,"The community‑helper framing modestly boosts trust among respondents with room to improve (mainly Republicans and Independents) while leaving already‑high Democrats near the ceiling, leading to small positive shifts on attitudinal sliders. Effects on concrete behaviors such as donations or newsletter sign‑ups are expected to be essentially null, reflecting the typical pattern for single‑exposure text interventions.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,trust_multidimensional,1.2,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,trust_post,1.0,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,distrust_post,-0.8,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,funding_perceptions,0.7,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,policy_role_mean,0.4,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,inst_trust_mean,0.4,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,belief_post,0.5,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,concern_mean,0.3,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,policy_general,0.5,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,policy_specific_mean,0.6,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,behavior_mean,0.2,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,donation_ams,0.02,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Extreme weather predictions,newsletter_signup,0.001,"State‑specific extreme‑weather messages are modestly persuasive, especially for outcomes tied directly to scientists' competence, yielding ~1‑point gains on trust scales while real‑behavior measures remain near zero. Effects on broader policy or funding attitudes are smaller because most participants (especially Democrats) are already near the ceiling, limiting headroom.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,trust_multidimensional,1.5,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,trust_post,1.3,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,distrust_post,-0.8,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,funding_perceptions,0.8,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,policy_role_mean,0.6,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,inst_trust_mean,0.6,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,belief_post,0.9,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,concern_mean,0.7,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,policy_general,0.9,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,policy_specific_mean,0.5,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,behavior_mean,0.4,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,donation_ams,0.05,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Maraun,newsletter_signup,0.002,"The interview text modestly signals scientific humility and collective expertise, which typically yields a small uplift in trust‑related outcomes (≈1‑2 points) but has limited spillover to concrete behaviors. Attitudinal measures that are farther downstream (policy support, funding preferences) tend to shift less, often under one point, while real‑world actions like newsletter sign‑ups or donations remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,trust_multidimensional,1.5,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,trust_post,1.2,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,distrust_post,-1.0,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,funding_perceptions,0.5,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,policy_role_mean,0.4,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,inst_trust_mean,0.8,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,belief_post,1.0,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,concern_mean,0.8,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,policy_general,0.7,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,policy_specific_mean,0.6,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,behavior_mean,0.2,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,donation_ams,0.02,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Interview Prof. Sebille,newsletter_signup,0.001,"The interview excerpt is a modestly prosocial, competence‑focused cue that typically yields tiny gains in trust and related attitudes in megastudies (often <2 points on a 0-100 scale). Effects on concrete behaviors like newsletter signup or donations are near zero, and ceiling effects among Democrats limit average shifts. Hence we forecast small positive ATEs on trust, belief, and policy support, with a slight negative effect on distrust, and negligible changes elsewhere.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),trust_multidimensional,1.0,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),trust_post,1.2,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),distrust_post,-1.3,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),funding_perceptions,0.8,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),policy_role_mean,0.5,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),inst_trust_mean,0.5,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
